1-1-02-016,653760,0,BT   N-235 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21527776,BT ,235,09/11/2021,09/11/2021,BT ,235,,0,653760,0,0,0,0,0,0,0,653760,S
3-1-01-030,0,653760,BT   N-235 VDE COLEGIO CUMBRES FEMENINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2212,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,681000,0,BT   N-236 CUMBRES MASCULINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21702127,BT ,236,09/11/2021,09/11/2021,BT ,236,,0,681000,0,0,0,0,0,0,0,681000,S
3-1-01-030,0,681000,BT   N-236 CUMBRES MASCULINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2213,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,681000,0,BT   N-237 CUMBRES MASCULINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21527735,BT ,237,09/11/2021,09/11/2021,BT ,237,,0,681000,0,0,0,0,0,0,0,681000,S
3-1-01-030,0,681000,BT   N-237 CUMBRES MASCULINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2213,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,653760,0,BT   N-238 CUMBRES MASCULINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21527401,BT ,238,09/11/2021,09/11/2021,BT ,238,,0,653760,0,0,0,0,0,0,0,653760,S
3-1-01-030,0,653760,BT   N-238 CUMBRES MASCULINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2213,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,660570,0,BT   N-239 CUMBRES MASCULINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21684106,BT ,239,09/11/2021,09/11/2021,BT ,239,,0,660570,0,0,0,0,0,0,0,660570,S
3-1-01-030,0,660570,BT   N-239 CUMBRES MASCULINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2213,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,660570,0,BT   N-240 CUMBRES MASCULINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21627512,BT ,240,09/11/2021,09/11/2021,BT ,240,,0,660570,0,0,0,0,0,0,0,660570,S
3-1-01-030,0,660570,BT   N-240 CUMBRES MASCULINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2213,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,681000,0,BT   N-241 CUMBRES MASCULINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,23673904,BT ,241,09/11/2021,09/11/2021,BT ,241,,0,681000,0,0,0,0,0,0,0,681000,S
3-1-01-030,0,681000,BT   N-241 CUMBRES MASCULINO FULL SAN PEDRO 2021,2,0,1,,,,,,0,V-E-2213,1,E2-02-03,,0,,,0,09/11/2021,,,0,,0,0,0,0,0,0,0,0,0,0,S
1-1-02-016,681000,0,BT   N-242 CUMBRES MASCULINO FULL SAN PEDRO 2021,2,1,0,,,,,,0,,0,,,0,21527196,BT ,242,09/11/2021,09/11/2021,BT ,242,,0,681000,0,0,0,0,0,0,0,681000,S
